name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,State,availability_365,Rating,,,,,,,,,,,,,,,,,,,,,,
Home in North Fitzroy  · 2 bedrooms · 2 beds · 1 shared bath,Jude,City of Yarra,-37.78227,144.98216,Private room,100,7,1,12/07/2016,0.01,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Healesville · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,Beryl,Yarra Ranges Shire,-37.65719,145.5233,Private room,100,1,201,22/04/2023,2.28,3,Victoria,357,4.91,,,,,,,,,,,,,,,,,,,,,,
Home in Berwick · ★4.36 · 2 bedrooms · 3 beds · 1 private bath,Fion,City of Casey,-38.04037,145.3527,Private room,100,2,11,11/07/2021,0.13,1,Victoria,358,4.36,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Melbourne · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,Robert,Melbourne,-37.81074,144.957,Private room,100,3,143,9/08/2023,1.66,1,Victoria,8,4.97,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Blackburn · 1 bedroom · 2 beds · 1 private bath,Karen,City of Whitehorse,-37.81833,145.14139,Private room,100,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in South Yarra · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,Lou,City of Stonnington,-37.84375,144.99627,Private room,100,2,53,28/06/2023,0.66,1,Victoria,64,4.92,,,,,,,,,,,,,,,,,,,,,,
Home in Doncaster · 1 bedroom · 1 bed · 1 bath,Basia,City of Manningham,-37.77306,145.13244,Private room,100,1,2,29/01/2017,0.02,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Port Melbourne · ★4.90 · 1 bedroom · 1 bed · 1 private bath,Frank,City of Port Phillip,-37.8346,144.93895,Private room,100,2,22,3/05/2023,0.44,2,Victoria,149,4.9,,,,,,,,,,,,,,,,,,,,,,
Guest suite in Williams Landing · ★4.93 · 1 bedroom · 4 beds · 1 private bath,Maria Loida,City of Wyndham,-37.85546,144.74573,Private room,100,7,14,5/02/2023,0.18,3,Victoria,246,4.93,,,,,,,,,,,,,,,,,,,,,,
Home in Point Cook · ★4.82 · 2 bedrooms · 1 bed · 1 shared bath,Mahesh,City of Wyndham,-37.89301,144.73315,Private room,100,2,12,25/03/2020,0.15,2,Victoria,364,4.82,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Balaclava · 1 bedroom · 1 bed · 1 private bath,Triston,City of Port Phillip,-37.87381,144.99711,Private room,100,1,0,,,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Elwood · ★4.58 · 3 bedrooms · 1 bed · 1 private bath,Holly,City of Port Phillip,-37.88214,144.98315,Private room,100,1,13,12/05/2021,0.17,7,Victoria,8,4.58,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Saint Kilda · 1 bedroom · 1 bed · 1 private bath,Stefan,Port Phillip,-37.85809,144.9826,Private room,100,2,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Maidstone · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,Evelyn,"Maribyrnong, Victoria",-37.77831,144.87393,Private room,100,2,72,12/11/2021,0.96,1,Victoria,0,4.85,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Essendon North · 1 bedroom · 1 bed · 1 bath,Trudi,City of Moonee Valley,-37.74121,144.9017,Private room,100,2,0,,,1,Victoria,90,0,,,,,,,,,,,,,,,,,,,,,,
Home in Tarneit · 1 bedroom · 1 bed · 1 private bath,Ketan,City of Wyndham,-37.83542,144.68194,Private room,100,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in South Melbourne · 1 bedroom · 1 bed · 1 shared bath,Luis,City of Port Phillip,-37.83194,144.9701,Private room,100,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Melbourne · 1 bedroom · 1 bed · 1 shared bath,Alice,Melbourne,-37.80944,144.9599,Private room,100,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Docklands · ★4.80 · 2 bedrooms · 2 beds · 1 bath,Kathleen,Melbourne,-37.81996,144.94295,Private room,100,1,69,29/01/2019,0.97,1,Victoria,0,4.8,,,,,,,,,,,,,,,,,,,,,,
Home in Cremorne · 1 bedroom · 1 bed · 1 shared bath,Lars,City of Yarra,-37.82694,144.99166,Private room,100,2,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Carlton · 2 bedrooms · 1 bed · 1 private bath,Hongbing,Melbourne,-37.80474,144.96476,Private room,100,1,1,6/01/2018,0.01,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Southbank · 1 bedroom · 1 bed · 1 private bath,Betty,Melbourne,-37.82269,144.9625,Private room,100,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Bungalow in Hoppers Crossing · 3 bedrooms · 5 beds · 1.5 baths,晓斌,City of Wyndham,-37.87058,144.68937,Private room,100,1,1,29/12/2017,0.01,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Southbank · 1 bedroom · 1 bed · 1 bath,Aleksandra,Melbourne,-37.8265,144.95792,Private room,100,3,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Brunswick East · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,Nga,City of Merri-bek,-37.77899,144.9773,Private room,100,2,126,17/03/2023,1.92,1,Victoria,16,4.98,,,,,,,,,,,,,,,,,,,,,,
Home in Blackburn · 1 bedroom · 1 bed · 1.5 shared baths,Guri,City of Whitehorse,-37.81364,145.15208,Private room,100,2,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Southbank · 1 bedroom · 1 bed · 1 private bath,Radhika,Melbourne,-37.82655,144.95829,Private room,100,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Northcote · ★4.81 · 1 bedroom · 1 bed · 1 private bath,Linda,City of Darebin,-37.77354,145.01656,Private room,100,1,81,11/06/2023,1.26,1,Victoria,59,4.81,,,,,,,,,,,,,,,,,,,,,,
Home in Boronia · 1 bedroom · 1 bed · 1 shared bath,Arpana,City of Knox,-37.85505,145.2732,Private room,100,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Thornbury · 1 bedroom · 1 bed · 1 private bath,Carmen,City of Darebin,-37.76116,144.99985,Private room,100,1,1,20/07/2018,0.02,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Saint Kilda · 1 bedroom · 1 bed · 1 shared bath,Sharon,City of Port Phillip,-37.86588,144.97669,Private room,100,1,0,,,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Melbourne · 1 bedroom · 1 bed · 1 shared bath,Keng Kiat,Melbourne,-37.80884,144.96214,Private room,100,1,1,7/07/2018,0.02,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-29544
Townhouse in Port Melbourne · ★4.98 · 2 bedrooms · 3 beds · 1 shared bath,Kathy,City of Port Phillip,-37.84186,144.94125,Private room,100,2,58,20/08/2023,0.95,1,Victoria,85,4.98,,,,,,,,,,,,,,,,,,,,,,
Home in Fitzroy North · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,Steve,City of Yarra,-37.78641,144.97744,Private room,100,25,13,16/02/2023,0.22,1,Victoria,0,4.85,,,,,,,,,,,,,,,,,,,,,,PID-STRA-8470
Home in Richmond · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Karen,City of Yarra,-37.82225,144.99579,Private room,100,2,4,30/11/2018,0.07,1,Victoria,0,5,,,,,,,,,,,,,,,,,,,,,,
Bungalow in Blackburn North · 1 bedroom · 1 bed · 1 shared bath,文静,City of Whitehorse,-37.80194,145.15145,Private room,100,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Maidstone · 2 bedrooms · 2 beds · 1 shared bath,Emerita Princessemma,"Maribyrnong, Victoria",-37.78431,144.87293,Private room,100,1,1,30/03/2023,0.19,1,Victoria,181,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Saint Kilda West · 1 bedroom · 1 bed · 1 shared bath,Craig,City of Port Phillip,-37.85854,144.97246,Private room,100,30,0,,,2,Victoria,88,0,,,,,,,,,,,,,,,,,,,,,,
Guesthouse in Caulfield North · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,Victoria,City of Glen Eira,-37.87677,145.02536,Private room,100,2,9,21/08/2023,0.15,1,Victoria,86,5,,,,,,,,,,,,,,,,,,,,,,PID-STRA-23884
Condo in Melbourne · 1 bedroom · 1 bed · 1 shared bath,Ho,Melbourne,-37.80507,144.95892,Private room,100,2,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Cremorne · 1 bedroom · 1 bed · 1 private bath,Amy-Eliza,City of Yarra,-37.82807,144.98933,Private room,100,1,2,22/12/2018,0.03,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Saint Kilda · 1 bedroom · 1 bed · 1 shared bath,Aboozar,City of Port Phillip,-37.8534,144.98299,Private room,100,1,2,1/10/2022,0.04,1,Victoria,179,0,,,,,,,,,,,,,,,,,,,,,,
Home in Box Hill North · 1 bedroom · 1 bed · 1.5 baths,Matthew,City of Whitehorse,-37.81403,145.12046,Private room,100,1,1,24/02/2019,0.02,5,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Bentleigh · ★4.95 · 7 bedrooms · 1 bed · 1 private bath,Ella,City of Glen Eira,-37.92268,145.02825,Private room,100,1,22,22/08/2023,0.49,1,Victoria,138,4.95,,,,,,,,,,,,,,,,,,,,,,
Home in Craigieburn · 1 bedroom · 1 bed · 1 private bath,Depal,City of Hume,-37.57303,144.91234,Private room,100,1,0,,,1,Victoria,358,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brighton East · ★4.81 · 1 bedroom · 1 bed · 1.5 baths,Bronny,City of Bayside,-37.90213,145.01466,Private room,100,1,25,13/03/2020,0.48,1,Victoria,365,4.81,,,,,,,,,,,,,,,,,,,,,,
Home in Sandringham · 1 bedroom · 1 bed · 1 private bath,Amanda,City of Bayside,-37.96146,145.02491,Private room,100,2,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Aspendale Gardens · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,Gillian,City of Kingston,-38.01845,145.12286,Private room,100,2,26,15/07/2023,0.51,1,Victoria,181,4.81,,,,,,,,,,,,,,,,,,,,,,
Bed and breakfast in Clyde North · 2 bedrooms · 2 beds · 1 private bath,Romen,City of Casey,-38.07911,145.36447,Private room,100,2,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Kew · 1 bedroom · 1 bed · 1 private bath,Lasanthi,City of Boroondara,-37.79968,145.03153,Private room,100,2,0,,,3,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-15559
Rental unit in Saint Kilda West · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Catherine,City of Port Phillip,-37.86106,144.97223,Private room,100,7,8,23/08/2023,0.46,1,Victoria,97,5,,,,,,,,,,,,,,,,,,,,,,
Home in Niddrie · Studio · 1 bed · 1 shared bath,Sahil,City of Moonee Valley,-37.73975,144.89059,Private room,100,5,0,,,1,Victoria,181,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Southbank · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,Vishmi,Melbourne,-37.82557,144.96366,Private room,100,1,26,29/02/2020,0.53,1,Victoria,26,4.96,,,,,,,,,,,,,,,,,,,,,,
Rental unit in St Kilda · ★4.90 · 1 bedroom · 1 bed · 1 private bath,Bart,City of Port Phillip,-37.85823,144.97724,Private room,100,2,10,12/05/2021,0.21,1,Victoria,0,4.9,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Reservoir · ★4.94 · 1 bedroom · 1 bed · 1 private bath,Echo Xiaohang,City of Darebin,-37.72848,144.99395,Private room,100,2,47,23/04/2023,1.02,1,Victoria,82,4.94,,,,,,,,,,,,,,,,,,,,,,
Home in St Kilda · ★4.88 · 1 bedroom · 1 bed · 1 private bath,Leo,City of Port Phillip,-37.86786,144.98808,Private room,100,3,41,1/09/2023,0.86,1,Victoria,274,4.88,,,,,,,,,,,,,,,,,,,,,,PID-STRA-40726
Rental unit in Maidstone · 1 bedroom · 1 bed · 1 private bath,Oscar,"Maribyrnong, Victoria",-37.77978,144.8724,Private room,100,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Prahran · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Jessica,City of Stonnington,-37.85026,144.98812,Private room,100,3,18,22/01/2023,0.4,2,Victoria,80,5,,,,,,,,,,,,,,,,,,,,,,
Home in Fitzroy North · 1 bedroom · 2 beds · 1 shared bath,Ronda,City of Yarra,-37.79129,144.97583,Private room,100,2,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Box Hill · 2 bedrooms · 2 shared baths,Faiz,City of Whitehorse,-37.81648,145.12087,Shared room,100,1,1,18/02/2020,0.02,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in North Melbourne · 1 bedroom · 1 bed · 1 bath,Heidi,Melbourne,-37.80095,144.95035,Private room,100,14,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Caulfield North · 1 bedroom · 1 bed · 1 private bath,Svetlana,City of Glen Eira,-37.88104,145.03279,Private room,100,1,2,20/02/2020,0.05,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Fairfield · 1 bedroom · 1 bath,Chris,City of Darebin,-37.77176,145.02007,Private room,100,2,2,13/02/2020,0.05,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in St Kilda · 1 bedroom · 1 shared bath,Jack,City of Port Phillip,-37.85694,144.97907,Private room,100,5,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in South Yarra · 1 bedroom · 1 bed · 2 baths,Leydi,City of Stonnington,-37.84282,144.99465,Private room,100,1,1,5/03/2020,0.02,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,Exempt
Townhouse in Seddon · 1 bedroom · 1 bed · 2 shared baths,Chris,"Maribyrnong, Victoria",-37.80369,144.88645,Private room,100,5,0,,,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Sandhurst · 2 bedrooms · 2 beds · 2 baths,Janitha,City of Frankston,-38.08656,145.19798,Private room,100,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Southbank · 1 bedroom · 1 private bath,Kiri,Melbourne,-37.82797,144.95982,Private room,100,1,0,,,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Guest suite in Williams Landing · 1 bedroom · 1 bed · 1 bath,Shafni,City of Wyndham,-37.8608,144.73948,Private room,100,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Clyde North · ★4.33 · 1 bedroom · 1 private bath,Maheshka,City of Casey,-38.08617,145.34139,Private room,100,1,3,2/02/2022,0.1,1,Victoria,181,4.33,,,,,,,,,,,,,,,,,,,,,,
Rental unit in South Melbourne · 2 bedrooms · 2 beds · 1 shared bath,Mary,City of Port Phillip,-37.83424,144.9613,Private room,100,1,2,24/05/2021,0.07,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Werribee · 1 bedroom · 1 bed · 1 shared bath,Ishan,City of Wyndham,-37.90556,144.63709,Private room,100,3,1,13/01/2022,0.05,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Tarneit · 1 bedroom · 1 bed · 2 baths,Young,City of Wyndham,-37.82337,144.67202,Private room,100,1,1,12/04/2022,0.06,1,Victoria,333,0,,,,,,,,,,,,,,,,,,,,,,
Home in Clyde North · 1 bedroom · 1 bed · 1.5 baths,Angela,City of Casey,-38.10989,145.33497,Private room,100,1,0,,,3,Victoria,90,0,,,,,,,,,,,,,,,,,,,,,,
Bed and breakfast in Carlton · 2 bedrooms · 1 bed · 1 shared bath,Christian,Melbourne,-37.793484,144.966095,Private room,100,1,1,26/11/2022,0.11,1,Victoria,365,0,,,,,,,,,,,,,,,,,,,,,,
Home in Sunbury · ★4.92 · 1 bedroom · 2 beds · 1 private bath,Dennis,City of Hume,-37.57344,144.70678,Private room,100,1,37,1/09/2023,2.79,1,Victoria,365,4.92,,,,,,,,,,,,,,,,,,,,,,
Home in Wyndham Vale · ★4.65 · 2 bedrooms · 2 beds · 1 private bath,Fawad,City of Wyndham,-37.87732,144.60413,Private room,100,1,17,14/10/2022,1,1,Victoria,54,4.65,,,,,,,,,,,,,,,,,,,,,,
Hostel in Melbourne · ★4.20 · 1 bedroom · 2 beds · 1 shared bath,Carric,Melbourne,-37.80669,144.95873,Private room,100,1,15,15/04/2023,0.88,5,Victoria,79,4.2,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Southbank · ★4.99 · 1 bedroom · 1 bed · 1 shared bath,Oscar,Melbourne,-37.82578,144.96107,Private room,100,2,96,26/08/2023,5.67,2,Victoria,1,4.99,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Clayton South · 2 bedrooms · 2 beds · 2 shared baths,Quinnie,City of Kingston,-37.93812,145.13239,Private room,100,365,0,,,1,Victoria,365,0,,,,,,,,,,,,,,,,,,,,,,Exempt
Home in Melton West · 1 bedroom · 1 bed · 1 shared bath,Lily,City of Melton,-37.679,144.56602,Private room,100,1,1,3/12/2022,0.11,1,Victoria,168,0,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Maidstone · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Jane,"Maribyrnong, Victoria",-37.77759,144.87441,Private room,100,3,20,4/06/2023,1.59,2,Victoria,57,5,,,,,,,,,,,,,,,,,,,,,,
Serviced apartment in Middle Park · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,Mady,City of Port Phillip,-37.85332705,144.9604787,Private room,100,2,19,4/03/2023,1.47,1,Victoria,57,4.95,,,,,,,,,,,,,,,,,,,,,,Exempt
Home in St Kilda · 1 bedroom · 1 bed · 1.5 shared baths,Patrick,City of Port Phillip,-37.87017079,144.9798338,Private room,100,5,2,23/10/2022,0.18,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Reservoir · 2 bedrooms · 2 beds · 2.5 shared baths,Sado,City of Darebin,-37.73308459,145.0347206,Private room,100,7,1,20/09/2022,0.09,1,Victoria,365,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Box Hill · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,Xinyi,City of Whitehorse,-37.81751,145.12158,Private room,100,2,6,29/05/2023,0.53,1,Victoria,91,4.33,,,,,,,,,,,,,,,,,,,,,,
Home in Altona · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Julie,City of Hobsons Bay,-37.87117,144.81469,Private room,100,1,11,23/08/2023,1.83,1,Victoria,178,5,,,,,,,,,,,,,,,,,,,,,,
Home in Preston · 2 bedrooms · 1 bed · 1 shared bath,Omar,City of Darebin,-37.7435114,145.0041084,Private room,100,1,0,,,1,Victoria,365,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Sunshine · 1 bedroom · 1 bed · 1 shared bath,Sandra,City of Brimbank,-37.78784,144.84537,Private room,100,3,1,1/10/2022,0.09,3,Victoria,91,0,,,,,,,,,,,,,,,,,,,,,,
Bed and breakfast in Beaconsfield · 1 bedroom · 1 bed · 1 shared bath,Shivani,City of Casey,-38.0487,145.36189,Private room,100,1,0,,,2,Victoria,365,0,,,,,,,,,,,,,,,,,,,,,,
Home in Frankston · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Belinda & Andrew,"Frankston, Victoria",-38.13411194,145.1647058,Private room,100,2,5,24/08/2023,0.48,1,Victoria,137,5,,,,,,,,,,,,,,,,,,,,,,
Villa in Truganina · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,Phuong,City of Wyndham,-37.84588,144.74136,Private room,100,1,3,16/05/2023,0.33,3,Victoria,365,4.67,,,,,,,,,,,,,,,,,,,,,,
Villa in Truganina · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Phuong,City of Wyndham,-37.8469431,144.7418324,Private room,100,1,7,25/06/2023,0.74,3,Victoria,365,5,,,,,,,,,,,,,,,,,,,,,,PID-STRA-16534
Home in Werribee · 1 bedroom · 1 bed · 1 private bath,Md Muhasenul,City of Wyndham,-37.87235,144.65753,Private room,100,1,1,18/12/2022,0.11,1,Victoria,363,0,,,,,,,,,,,,,,,,,,,,,,Exempt
Rental unit in North Melbourne · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Jane,Melbourne,-37.79769,144.94828,Private room,100,5,15,26/08/2023,1.67,1,Victoria,279,5,,,,,,,,,,,,,,,,,,,,,,
Loft in Docklands · ★4.75 · 1 bedroom · 1 bed · 1 private bath,Alex,Melbourne,-37.81439,144.93633,Private room,100,5,4,3/09/2023,0.51,4,Victoria,40,4.75,,,,,,,,,,,,,,,,,,,,,,Exempt
Home in Bundoora · ★4.58 · 1 bedroom · 2 beds · 1 private bath,Nan,City of Darebin,-37.71503742,145.0519112,Private room,100,2,12,18/05/2023,1.59,5,Victoria,0,4.58,,,,,,,,,,,,,,,,,,,,,,
Home in Bundoora · ★4.67 · 1 bedroom · 2 beds · 1 private bath,Nan,City of Darebin,-37.7149865,145.0518468,Private room,100,2,6,3/04/2023,0.84,5,Victoria,0,4.67,,,,,,,,,,,,,,,,,,,,,,
Home in Glen Waverley · 1 bedroom · 2 beds · 1 shared bath,Mary,City of Monash,-37.8992595,145.1471333,Private room,100,7,2,25/02/2023,0.29,1,Victoria,91,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-9101
Rental unit in Southbank · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Amy,Melbourne,-37.8240834,144.9638441,Private room,100,2,4,2/07/2023,0.62,2,Victoria,0,5,,,,,,,,,,,,,,,,,,,,,,
Rental unit in St Kilda · 1 bedroom · 1 bed · 1 shared bath,Jeremy,City of Port Phillip,-37.85778775,144.9883464,Private room,100,1,2,10/05/2023,0.46,2,Victoria,105,0,,,,,,,,,,,,,,,,,,,,,,
Home in Frankston · 1 bedroom · 1 bed · 1 shared bath,Alexandra,City of Frankston,-38.13846,145.14577,Private room,100,2,2,3/04/2023,0.3,1,Victoria,365,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-33813
Rental unit in Docklands · 1 bedroom · 1 bed · 1 private bath,Daniel,Melbourne,-37.81414426,144.9375776,Private room,100,7,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,Exempt
Home in Gladstone Park · ★5.0 · 4 bedrooms · 3 beds · 1 shared bath,Edward,City of Hume,-37.6866,144.88779,Private room,100,1,4,3/09/2023,0.94,4,Victoria,362,5,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Brighton · 1 bedroom · 1 bed · 1 private bath,Kylee,City of Bayside,-37.88467839,144.9971827,Private room,100,1,1,3/03/2023,0.16,1,Victoria,89,0,,,,,,,,,,,,,,,,,,,,,,Exempt
Home in Hoppers Crossing · 1 bedroom · 1 bed · 1 shared bath,Maher,City of Wyndham,-37.86633,144.70429,Private room,100,3,1,31/03/2023,0.19,2,Victoria,365,0,,,,,,,,,,,,,,,,,,,,,,Exempt
Home in Bundoora · ★4.80 · 1 bedroom · 2 beds · 1 shared bath,Nan,City of Darebin,-37.71448,145.05294,Private room,100,1,5,2/04/2023,0.79,5,Victoria,0,4.8,,,,,,,,,,,,,,,,,,,,,,
Home in Brighton East · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,HuiJing,City of Bayside,-37.91908553,145.0167033,Private room,100,1,3,8/03/2023,0.47,2,Victoria,364,5,,,,,,,,,,,,,,,,,,,,,,Exempt
Rental unit in Saint Kilda West · 1 bedroom · 1 bed · 1.5 baths,Mauro,City of Port Phillip,-37.85816,144.96771,Private room,100,2,0,,,2,Victoria,73,0,,,,,,,,,,,,,,,,,,,,,,
Home in Gladstone Park · ★5.0 · 4 bedrooms · 4 beds · 1 shared bath,Edward,City of Hume,-37.68716,144.88942,Private room,100,1,3,8/07/2023,0.53,4,Victoria,365,5,,,,,,,,,,,,,,,,,,,,,,
Home in Moorabbin · 1 bedroom · 1 bed · 1 private bath,Sanjay,City of Kingston,-37.9386652,145.0399901,Private room,100,1,0,,,1,Victoria,363,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Richmond · 1 bedroom · 1 bed · 1 private bath,Leena,City of Yarra,-37.81462711,145.012144,Private room,100,1,1,3/04/2023,0.19,1,Victoria,90,0,,,,,,,,,,,,,,,,,,,,,,
Home in Werribee · 1 bedroom · 1 bed · 1 private bath,Lara,City of Wyndham,-37.906527,144.64566,Private room,100,7,0,,,5,Victoria,365,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Melbourne · 1 bedroom · 1 bed · 1 shared bath,Justine,City of Port Phillip,-37.84644238,144.9778769,Private room,100,1,1,7/05/2023,0.25,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Footscray · 1 bedroom · 1 bed · 1 private bath,Grace,"Maribyrnong, Victoria",-37.7995131,144.907252,Private room,100,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Elwood · 1 bedroom · 1 bed · 1 shared bath,Anna,City of Port Phillip,-37.88162629,144.9787479,Private room,100,1,1,24/05/2023,0.29,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in South Yarra · 1 bedroom · 1 bed · 1 bath,Calab,City of Stonnington,-37.84054397,144.9922759,Private room,100,1,0,,,1,Victoria,360,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-21057
Bed and breakfast in Smiths Gully · 1 bedroom · 1 bed · 1 private bath,Maggie,Shire of Nillumbik,-37.6259,145.26783,Private room,100,2,1,19/07/2023,0.63,1,Victoria,89,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Southbank · 1 bedroom · 1 bed · 1 bath,Amy,Melbourne,-37.82504,144.96455,Private room,100,4,0,,,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Clayton · 1 bedroom · 1 bed · 1 bath,Peter,City of Monash,-37.9275,145.11356,Private room,100,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brighton East · 1 bedroom · 1 bed · 1 bath,Anne,City of Bayside,-37.90828874,145.0184656,Private room,100,1,0,,,1,Victoria,365,0,,,,,,,,,,,,,,,,,,,,,,
Home in Coburg · 1 bedroom · 1 bed · 1.5 baths,Elise,City of Merri-bek,-37.74481939,144.9782515,Private room,100,1,1,31/08/2023,1,1,Victoria,159,0,,,,,,,,,,,,,,,,,,,,,,
Home in Malvern East · 1 bedroom · 1 bed · 1 bath,Iris,City of Stonnington,-37.88449,145.08822,Private room,100,1,0,,,1,Victoria,266,0,,,,,,,,,,,,,,,,,,,,,,
Home in Chadstone · ★New · 2 bedrooms · 2 beds · 1 private bath,Gal,City of Monash,-37.8776943,145.0968031,Private room,100,2,1,9/08/2023,1,1,Victoria,70,0,,,,,,,,,,,,,,,,,,,,,,
Home in Endeavour Hills · ★New · 1 bedroom · 1 bed · 1.5 baths,Yunxin,City of Casey,-37.96251468,145.263087,Private room,100,1,0,,,3,Victoria,80,0,,,,,,,,,,,,,,,,,,,,,,
